web-scraper-order,web-scraper-start-url,Content_links,Content_links-href,Constituents_Links,Constituents_Links-href,name,label,details,image-src
1727355420-481,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Sir Graham Wylie CBE,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-482,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,"Newcastle upon Tyne, England, UK",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-483,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Offices in 23 countries,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-484,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Worldwide,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-485,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Andrew Duff (chair­person) Steve Hare (CEO),//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-486,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Andrew Duff (chair­person),//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-487,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Steve Hare (CEO),//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-488,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,AccountingCRMMRP,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-489,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,Accounting,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-490,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,CRM,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-491,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,MRP,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-492,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,"£ 2,184 million (2023)[2]",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-493,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,£ 456 million (2023)[2],//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-494,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,£ 211 million (2023)[2],//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-495,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,"£ 3,936 million (2023)[2]",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-496,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,"£ 1,407 million (2023)[2]",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-497,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,"11,565 (2023)[2]",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355420-498,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Sage Group,https://en.wikipedia.org/wiki/Sage_Group,Sage Group,Company type,www.sage.com,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sage-logo_svg.svg/220px-Sage-logo_svg.svg.png
1727355422-499,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Public limited company,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-500,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"LSE: RR.
FTSE 100 Component",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-501,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,GB00B63H8491,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-502,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"Aerospace, Defence, Energy, Marine",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-503,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Rolls-Royce Group plcRolls-Royce plc,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-504,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Rolls-Royce Group plc,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-505,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Rolls-Royce plc,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-506,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"Partnership: 23 December 1904; 119 years ago (1904-12-23)Business: 15 March 1906; 118 years ago (1906-03-15), in Manchester, Lancashire, EnglandCompany: incorporated 10 February 2011 (2011-02-10), transition completed 23 May 2011 (2011-05-23)",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-507,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Partnership: 23 December 1904; 119 years ago (1904-12-23),//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-508,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"Business: 15 March 1906; 118 years ago (1906-03-15), in Manchester, Lancashire, England",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-509,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"Company: incorporated 10 February 2011 (2011-02-10), transition completed 23 May 2011 (2011-05-23)",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-510,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Charles Rolls and Henry Royce (as Rolls-Royce Limited),//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-511,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"Kings Place, London, England, United Kingdom",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-512,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"Anita Frew (Chairperson)
Tufan Erginbilgic (CEO)",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-513,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Civil and military aero enginesMarine propulsion systemsPower generation equipment,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-514,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Civil and military aero engines,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-515,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Marine propulsion systems,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-516,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Power generation equipment,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-517,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"£16,486 million (2023)[1]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-518,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"£1,944 million (2023)[1]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-519,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"£2,404 million (2023)[1]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-520,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"£31,512 million (2023)[1]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-521,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"£(3,629) million (2023)[1]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-522,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,"50,000 (2024)[2]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-523,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Subsidiaries include:Rolls-Royce plc- Rolls-Royce Deutschland- Rolls-Royce North America- Rolls-Royce India Private Limited- Rolls-Royce Submarines- Vinters Engineering Limited- Rolls-Royce Controls and Data Services- Rolls-Royce Power Systems- Rolls-Royce SMRJoint ventures include:- Rolls-Royce Turbomeca- MTU Turbomeca Rolls-Royce,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-524,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Subsidiaries include:,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-525,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Rolls-Royce plc,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-526,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-527,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-528,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-529,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-530,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-531,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-532,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-533,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-534,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,Joint ventures include:,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-535,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-536,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,#NAME?,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355422-537,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rolls-Royce Holdings,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Rolls-Royce Holdings,Trade name,rolls-royce.com,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rolls_royce_holdings_logo.svg/120px-Rolls_royce_holdings_logo.svg.png
1727355424-538,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,Dual-listed company,//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
1727355424-539,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,"ASX: RIO
LSE: RIO
NYSE: RIO
FTSE 100 Index component
S&P/ASX 200 component",//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
1727355424-540,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,Metals and Mining,//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
1727355424-541,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,29 March 1873; 151 years ago (1873-03-29),//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
1727355424-542,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,"London, England
Melbourne, Australia",//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
1727355424-543,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,Worldwide,//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
1727355424-544,https://en.wikipedia.org/wiki/FTSE_100_Index,"4
				Constituents",https://en.wikipedia.org/wiki/FTSE_100_Index#Constituents,Rio Tinto,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto (corporation),Company type,"Dominic Barton
(chairman)
Jakob Stausholm
(chief executive)",//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rio_Tinto_%28corporation%29_Logo.svg/220px-Rio_Tinto_%28corporation%29_Logo.svg.png
